,level,power,date
0,30,497.6,2023-05-24
1,27,214.1,2023-05-24
2,24,267.9,2023-05-24
3,27,350.2,2023-05-24
4,30,478.4,2023-05-24
5,30,497.6,2023-05-24
6,30,459.1,2023-05-24
7,29,405.0,2023-05-24
8,29,365.3,2023-05-24
9,29,359.0,2023-05-24
10,27,357.5,2023-05-24
11,27,349.0,2023-05-24
12,26,360.5,2023-05-24
13,25,288.2,2023-05-24
14,29,389.1,2023-05-24
15,29,417.4,2023-05-24
16,29,356.9,2023-05-24
17,30,453.0,2023-05-24
18,30,459.4,2023-05-24
19,30,431.3,2023-05-24
20,29,360.8,2023-05-24
21,29,300.7,2023-05-24
22,30,533.2,2023-05-24
23,30,399.1,2023-05-24
24,28,303.7,2023-05-24
25,27,259.2,2023-05-24
26,29,358.8,2023-05-24
27,28,307.9,2023-05-24
28,28,280.8,2023-05-24
29,29,410.0,2023-05-24
30,25,276.4,2023-05-24
31,29,340.5,2023-05-24
32,28,282.4,2023-05-24
33,26,332.2,2023-05-24
34,25,252.1,2023-05-24
35,26,322.4,2023-05-24
36,28,334.3,2023-05-24
37,26,288.1,2023-05-24
38,29,288.2,2023-05-24
39,28,322.3,2023-05-24
40,28,358.3,2023-05-24
41,29,388.2,2023-05-24
42,27,351.5,2023-05-24
43,24,247.9,2023-05-24
44,28,262.2,2023-05-24
45,24,167.3,2023-05-24
46,26,235.2,2023-05-24
47,26,235.0,2023-05-24
48,28,323.9,2023-05-24
49,26,255.0,2023-05-24
50,20,77.5,2023-05-24
51,24,173.5,2023-05-24
52,25,168.5,2023-05-24
53,27,283.1,2023-05-24
54,25,255.0,2023-05-24
55,23,117.6,2023-05-24
56,27,252.9,2023-05-24
57,29,319.3,2023-05-24
58,24,235.2,2023-05-24
59,20,64.0,2023-05-24
