,level,power,date
0,30,597.0,2023-05-21
1,30,486.1,2023-05-21
2,30,374.1,2023-05-21
3,29,353.1,2023-05-21
4,28,393.9,2023-05-21
5,27,362.3,2023-05-21
6,26,338.7,2023-05-21
7,26,370.2,2023-05-21
8,26,334.7,2023-05-21
9,29,400.1,2023-05-21
10,28,451.2,2023-05-21
11,24,214.3,2023-05-21
12,25,176.7,2023-05-21
13,27,393.3,2023-05-21
14,27,297.4,2023-05-21
15,20,87.1,2023-05-21
16,30,430.8,2023-05-21
17,19,100.3,2023-05-21
18,25,183.1,2023-05-21
19,26,270.8,2023-05-21
20,24,226.1,2023-05-21
21,26,324.2,2023-05-21
22,27,251.6,2023-05-21
23,27,301.5,2023-05-21
24,27,225.0,2023-05-21
25,28,310.0,2023-05-21
26,23,187.0,2023-05-21
27,28,236.8,2023-05-21
28,29,369.0,2023-05-21
29,28,372.9,2023-05-21
30,20,8.0,2023-05-21
31,29,272.7,2023-05-21
32,27,437.9,2023-05-21
33,22,72.8,2023-05-21
34,23,203.5,2023-05-21
35,25,230.4,2023-05-21
36,24,186.5,2023-05-21
37,28,381.7,2023-05-21
38,24,251.0,2023-05-21
39,27,364.8,2023-05-21
40,29,378.0,2023-05-21
41,28,349.9,2023-05-21
42,30,332.4,2023-05-21
43,27,355.2,2023-05-21
44,30,445.3,2023-05-21
