,level,power,date
0,30,597.6,2023-05-24
1,30,852.2,2023-05-24
2,30,752.3,2023-05-24
3,30,622.3,2023-05-24
4,30,580.7,2023-05-24
5,30,708.1,2023-05-24
6,30,603.4,2023-05-24
7,30,598.7,2023-05-24
8,30,544.8,2023-05-24
9,30,543.1,2023-05-24
10,30,537.2,2023-05-24
11,30,532.6,2023-05-24
12,30,524.1,2023-05-24
13,30,484.8,2023-05-24
14,29,404.4,2023-05-24
15,27,373.8,2023-05-24
16,24,144.0,2023-05-24
17,22,131.2,2023-05-24
18,29,410.6,2023-05-24
19,30,566.2,2023-05-24
20,30,503.6,2023-05-24
21,30,508.6,2023-05-24
22,23,270.9,2023-05-24
23,30,524.5,2023-05-24
24,30,492.8,2023-05-24
25,28,359.5,2023-05-24
26,29,393.6,2023-05-24
27,11,21.6,2023-05-24
28,30,512.4,2023-05-24
29,29,418.4,2023-05-24
30,30,530.7,2023-05-24
31,30,694.2,2023-05-24
32,28,394.2,2023-05-24
33,28,339.3,2023-05-24
34,28,359.9,2023-05-24
35,30,460.2,2023-05-24
36,29,433.1,2023-05-24
37,30,433.8,2023-05-24
38,28,389.0,2023-05-24
39,28,376.9,2023-05-24
40,29,348.7,2023-05-24
41,30,481.2,2023-05-24
42,30,527.3,2023-05-24
43,28,377.6,2023-05-24
44,29,510.1,2023-05-24
45,29,429.6,2023-05-24
46,30,497.1,2023-05-24
47,30,507.3,2023-05-24
48,29,451.4,2023-05-24
49,28,360.7,2023-05-24
50,30,437.2,2023-05-24
51,30,642.3,2023-05-24
52,29,342.3,2023-05-24
53,27,313.8,2023-05-24
54,29,358.3,2023-05-24
55,28,371.5,2023-05-24
56,30,437.8,2023-05-24
57,24,147.5,2023-05-24
58,29,356.8,2023-05-24
59,29,425.0,2023-05-24
60,29,390.6,2023-05-24
61,26,263.2,2023-05-24
62,28,320.0,2023-05-24
63,28,335.1,2023-05-24
64,26,244.1,2023-05-24
