,level,power,date
0,25,290.8,2023-05-21
1,30,429.1,2023-05-21
2,28,318.6,2023-05-21
3,27,374.0,2023-05-21
4,24,293.3,2023-05-21
5,25,313.5,2023-05-21
6,25,281.4,2023-05-21
7,23,193.8,2023-05-21
8,25,221.8,2023-05-21
9,25,255.3,2023-05-21
10,25,240.9,2023-05-21
11,30,504.4,2023-05-21
12,25,251.5,2023-05-21
13,25,200.3,2023-05-21
14,25,222.0,2023-05-21
15,21,150.8,2023-05-21
16,26,363.7,2023-05-21
17,24,230.8,2023-05-21
18,21,71.6,2023-05-21
19,25,159.4,2023-05-21
20,24,140.1,2023-05-21
21,22,90.6,2023-05-21
22,22,152.1,2023-05-21
23,28,275.3,2023-05-21
24,25,259.0,2023-05-21
25,27,276.3,2023-05-21
26,20,117.6,2023-05-21
27,22,197.0,2023-05-21
28,24,144.2,2023-05-21
29,27,299.6,2023-05-21
30,24,141.9,2023-05-21
31,24,194.0,2023-05-21
32,26,226.8,2023-05-21
33,19,811.6,2023-05-21
34,23,145.4,2023-05-21
35,20,119.8,2023-05-21
36,25,178.1,2023-05-21
37,2,111.2,2023-05-21
38,21,97.9,2023-05-21
39,20,77.5,2023-05-21
40,19,86.5,2023-05-21
41,18,67.9,2023-05-21
42,20,77.4,2023-05-21
43,20,70.7,2023-05-21
44,19,72.7,2023-05-21
45,19,80.2,2023-05-21
46,20,69.9,2023-05-21
