,level,power,date
0,30,875.2,2023-05-24
1,29,425.2,2023-05-24
2,30,675.7,2023-05-24
3,30,532.1,2023-05-24
4,30,591.2,2023-05-24
5,30,781.5,2023-05-24
6,30,732.8,2023-05-24
7,30,710.9,2023-05-24
8,30,668.3,2023-05-24
9,30,644.3,2023-05-24
10,30,581.4,2023-05-24
11,30,566.3,2023-05-24
12,30,551.2,2023-05-24
13,30,545.8,2023-05-24
14,30,539.3,2023-05-24
15,30,534.2,2023-05-24
16,30,498.4,2023-05-24
17,30,597.1,2023-05-24
18,30,601.4,2023-05-24
19,26,220.5,2023-05-24
20,25,197.8,2023-05-24
21,30,589.9,2023-05-24
22,30,423.9,2023-05-24
23,29,474.6,2023-05-24
24,30,648.8,2023-05-24
25,30,708.5,2023-05-24
26,30,469.4,2023-05-24
27,30,713.4,2023-05-24
28,30,595.3,2023-05-24
29,30,644.2,2023-05-24
30,30,567.9,2023-05-24
31,30,653.7,2023-05-24
32,30,614.9,2023-05-24
33,30,705.3,2023-05-24
34,30,504.0,2023-05-24
35,29,350.9,2023-05-24
36,30,584.2,2023-05-24
37,30,439.8,2023-05-24
38,30,604.2,2023-05-24
39,30,538.6,2023-05-24
40,30,498.1,2023-05-24
41,30,582.3,2023-05-24
42,30,665.9,2023-05-24
43,30,593.3,2023-05-24
44,30,559.7,2023-05-24
45,30,455.9,2023-05-24
46,30,505.4,2023-05-24
47,30,427.0,2023-05-24
48,30,486.7,2023-05-24
49,30,537.4,2023-05-24
50,29,411.5,2023-05-24
51,30,537.8,2023-05-24
52,30,542.7,2023-05-24
53,30,424.3,2023-05-24
54,30,690.7,2023-05-24
55,30,641.8,2023-05-24
56,30,666.6,2023-05-24
57,28,385.2,2023-05-24
58,27,200.0,2023-05-24
59,30,640.1,2023-05-24
60,30,621.2,2023-05-24
61,30,405.8,2023-05-24
62,30,645.0,2023-05-24
63,30,806.7,2023-05-24
64,30,522.6,2023-05-24
65,30,548.1,2023-05-24
66,22,135.3,2023-05-24
67,30,654.7,2023-05-24
68,30,482.9,2023-05-24
69,30,530.9,2023-05-24
