,level,power,date
0,30,553.4,2023-05-21
1,30,555.1,2023-05-21
2,30,582.5,2023-05-21
3,30,541.2,2023-05-21
4,30,685.3,2023-05-21
5,30,597.6,2023-05-21
6,30,474.7,2023-05-21
7,30,452.8,2023-05-21
8,28,434.0,2023-05-21
9,28,388.9,2023-05-21
10,27,363.5,2023-05-21
11,30,413.7,2023-05-21
12,30,430.3,2023-05-21
13,26,259.0,2023-05-21
14,30,575.6,2023-05-21
15,28,370.2,2023-05-21
16,25,253.1,2023-05-21
17,29,501.1,2023-05-21
18,30,474.0,2023-05-21
19,27,362.2,2023-05-21
20,30,596.7,2023-05-21
21,30,532.9,2023-05-21
22,26,361.5,2023-05-21
23,20,64.4,2023-05-21
24,28,404.0,2023-05-21
25,30,597.8,2023-05-21
26,25,370.9,2023-05-21
27,30,498.7,2023-05-21
28,30,470.8,2023-05-21
29,27,346.0,2023-05-21
30,29,428.3,2023-05-21
31,26,286.4,2023-05-21
32,29,426.4,2023-05-21
33,28,320.8,2023-05-21
34,28,222.4,2023-05-21
35,27,197.1,2023-05-21
36,30,426.1,2023-05-21
37,25,310.9,2023-05-21
38,28,285.6,2023-05-21
39,30,417.2,2023-05-21
40,26,215.0,2023-05-21
41,30,531.7,2023-05-21
42,30,457.0,2023-05-21
43,26,354.0,2023-05-21
44,30,799.7,2023-05-21
