,level,power,date
0,29,405.6,2023-05-21
1,30,608.7,2023-05-21
2,29,366.5,2023-05-21
3,30,400.3,2023-05-21
4,28,353.1,2023-05-21
5,30,479.9,2023-05-21
6,30,441.0,2023-05-21
7,29,425.3,2023-05-21
8,29,387.2,2023-05-21
9,28,410.3,2023-05-21
10,28,339.9,2023-05-21
11,27,298.8,2023-05-21
12,26,351.0,2023-05-21
13,29,282.6,2023-05-21
14,27,363.9,2023-05-21
15,28,242.0,2023-05-21
16,30,513.8,2023-05-21
17,30,454.6,2023-05-21
18,29,394.9,2023-05-21
19,28,328.6,2023-05-21
20,30,474.4,2023-05-21
21,28,399.5,2023-05-21
22,26,339.2,2023-05-21
23,29,327.1,2023-05-21
24,29,389.1,2023-05-21
25,29,350.8,2023-05-21
26,26,268.0,2023-05-21
27,26,153.3,2023-05-21
28,29,402.2,2023-05-21
29,29,337.9,2023-05-21
30,28,309.0,2023-05-21
31,27,343.1,2023-05-21
32,27,413.8,2023-05-21
33,29,471.9,2023-05-21
34,28,250.2,2023-05-21
35,26,356.4,2023-05-21
36,22,107.6,2023-05-21
37,26,253.5,2023-05-21
38,26,186.9,2023-05-21
39,24,247.0,2023-05-21
40,24,287.5,2023-05-21
41,116,33.4,2023-05-21
42,24,116.4,2023-05-21
43,24,209.7,2023-05-21
44,12,1.2,2023-05-21
45,24,155.4,2023-05-21
46,2,81.4,2023-05-21
