,level,power,date
0,30,767.9,2023-05-21
1,30,605.1,2023-05-21
2,30,582.1,2023-05-21
3,30,519.2,2023-05-21
4,30,707.6,2023-05-21
5,30,675.0,2023-05-21
6,30,574.1,2023-05-21
7,30,524.8,2023-05-21
8,22,133.3,2023-05-21
9,29,442.8,2023-05-21
10,29,519.5,2023-05-21
11,29,400.7,2023-05-21
12,19,67.6,2023-05-21
13,18,70.5,2023-05-21
14,29,412.9,2023-05-21
15,30,550.2,2023-05-21
16,30,484.8,2023-05-21
17,29,355.0,2023-05-21
18,21,97.2,2023-05-21
19,29,344.3,2023-05-21
20,30,543.0,2023-05-21
21,30,489.9,2023-05-21
22,30,513.1,2023-05-21
23,30,515.8,2023-05-21
24,20,87.1,2023-05-21
25,30,641.8,2023-05-21
26,30,738.0,2023-05-21
27,30,574.4,2023-05-21
28,30,559.2,2023-05-21
29,29,348.3,2023-05-21
30,30,349.0,2023-05-21
31,29,342.8,2023-05-21
32,18,76.3,2023-05-21
33,30,495.4,2023-05-21
34,30,702.4,2023-05-21
35,30,403.7,2023-05-21
36,30,323.4,2023-05-21
37,30,506.5,2023-05-21
38,30,479.4,2023-05-21
39,16,33.6,2023-05-21
40,30,504.8,2023-05-21
41,30,396.1,2023-05-21
42,28,296.2,2023-05-21
43,27,441.3,2023-05-21
44,19,79.2,2023-05-21
45,29,306.4,2023-05-21
46,30,512.5,2023-05-21
47,29,326.1,2023-05-21
48,30,361.2,2023-05-21
49,30,438.7,2023-05-21
50,29,289.9,2023-05-21
51,13,27.2,2023-05-21
52,29,416.4,2023-05-21
53,30,454.6,2023-05-21
54,30,451.8,2023-05-21
55,28,312.6,2023-05-21
56,29,382.3,2023-05-21
57,30,518.8,2023-05-21
58,8,8.0,2023-05-21
