,level,power,date
0,30,663.1,2023-05-21
1,30,634.3,2023-05-21
2,30,443.9,2023-05-21
3,27,403.7,2023-05-21
4,29,479.3,2023-05-21
5,30,452.4,2023-05-21
6,30,450.9,2023-05-21
7,28,275.4,2023-05-21
8,25,298.1,2023-05-21
9,29,469.1,2023-05-21
10,28,419.4,2023-05-21
11,2,121.0,2023-05-21
12,28,386.2,2023-05-21
13,26,309.8,2023-05-21
14,30,466.3,2023-05-21
15,26,281.1,2023-05-21
16,26,420.1,2023-05-21
17,21,109.7,2023-05-21
18,18,60.9,2023-05-21
19,22,187.1,2023-05-21
20,27,269.6,2023-05-21
21,29,380.1,2023-05-21
22,29,430.5,2023-05-21
23,30,559.4,2023-05-21
24,26,335.5,2023-05-21
25,29,413.8,2023-05-21
26,27,331.5,2023-05-21
27,30,447.3,2023-05-21
28,26,277.2,2023-05-21
29,25,322.1,2023-05-21
30,28,382.1,2023-05-21
31,27,280.1,2023-05-21
32,27,385.0,2023-05-21
33,30,443.9,2023-05-21
34,30,415.4,2023-05-21
35,27,357.4,2023-05-21
36,26,206.4,2023-05-21
37,27,349.1,2023-05-21
38,26,277.7,2023-05-21
39,27,325.0,2023-05-21
40,27,258.0,2023-05-21
41,25,327.0,2023-05-21
42,25,313.4,2023-05-21
43,27,324.1,2023-05-21
44,25,142.7,2023-05-21
45,26,301.8,2023-05-21
46,26,285.3,2023-05-21
47,26,285.2,2023-05-21
48,26,258.4,2023-05-21
49,28,274.3,2023-05-21
