,level,power,date
0,27,410.3,2023-05-21
1,29,473.4,2023-05-21
2,27,332.8,2023-05-21
3,30,441.5,2023-05-21
4,29,396.7,2023-05-21
5,18,88.0,2023-05-21
6,29,383.7,2023-05-21
7,24,296.8,2023-05-21
8,25,252.3,2023-05-21
9,24,306.5,2023-05-21
10,21,99.5,2023-05-21
11,25,262.1,2023-05-21
12,25,252.1,2023-05-21
13,24,284.9,2023-05-21
14,26,268.0,2023-05-21
15,28,351.5,2023-05-21
16,25,254.4,2023-05-21
17,26,277.6,2023-05-21
18,26,314.4,2023-05-21
19,25,299.2,2023-05-21
20,25,184.8,2023-05-21
21,24,239.0,2023-05-21
22,25,408.9,2023-05-21
23,29,407.3,2023-05-21
24,23,217.1,2023-05-21
25,27,332.7,2023-05-21
26,27,360.4,2023-05-21
27,25,322.2,2023-05-21
28,22,258.6,2023-05-21
29,18,64.1,2023-05-21
30,21,112.3,2023-05-21
31,26,260.8,2023-05-21
32,17,42.5,2023-05-21
33,23,168.4,2023-05-21
34,25,311.2,2023-05-21
35,25,257.9,2023-05-21
36,26,256.9,2023-05-21
