,level,power,date
0,30,464.4,2023-05-21
1,30,542.6,2023-05-21
2,30,450.0,2023-05-21
3,30,420.5,2023-05-21
4,29,394.6,2023-05-21
5,29,380.6,2023-05-21
6,27,398.4,2023-05-21
7,29,438.5,2023-05-21
8,28,367.0,2023-05-21
9,29,457.1,2023-05-21
10,29,424.2,2023-05-21
11,21,109.8,2023-05-21
12,27,345.3,2023-05-21
13,30,437.4,2023-05-21
14,30,463.1,2023-05-21
15,30,383.5,2023-05-21
16,29,438.3,2023-05-21
17,29,429.4,2023-05-21
18,30,424.8,2023-05-21
19,2,154.6,2023-05-21
20,26,215.3,2023-05-21
21,23,173.6,2023-05-21
22,26,257.1,2023-05-21
23,28,339.3,2023-05-21
24,28,369.6,2023-05-21
25,24,256.0,2023-05-21
26,2,103.7,2023-05-21
27,23,155.6,2023-05-21
