,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,0,0,0,0,0,0,0,0,0,28,452.4,2023-05-22
1,1,1,1,1,1,1,1,1,1,1,1,30,678.1,2023-05-22
2,2,2,2,2,2,2,2,2,2,2,2,29,442.1,2023-05-22
3,3,3,3,3,3,3,3,3,3,3,3,30,455.8,2023-05-22
4,4,4,4,4,4,4,4,4,4,4,4,30,551.6,2023-05-22
5,5,5,5,5,5,5,5,5,5,5,5,30,541.5,2023-05-22
6,6,6,6,6,6,6,6,6,6,6,6,29,392.8,2023-05-22
7,7,7,7,7,7,7,7,7,7,7,7,27,461.3,2023-05-22
8,8,8,8,8,8,8,8,8,8,8,8,27,411.3,2023-05-22
9,9,9,9,9,9,9,9,9,9,9,9,26,346.5,2023-05-22
10,10,10,10,10,10,10,10,10,10,10,10,27,388.6,2023-05-22
11,11,11,11,11,11,11,11,11,11,11,11,28,446.7,2023-05-22
12,12,12,12,12,12,12,12,12,12,12,12,27,353.0,2023-05-22
13,13,13,13,13,13,13,13,13,13,13,13,27,411.9,2023-05-22
14,14,14,14,14,14,14,14,14,14,14,14,30,552.1,2023-05-22
15,15,15,15,15,15,15,15,15,15,15,15,26,276.7,2023-05-22
16,16,16,16,16,16,16,16,16,16,16,16,30,444.8,2023-05-22
17,17,17,17,17,17,17,17,17,17,17,17,26,305.0,2023-05-22
18,18,18,18,18,18,18,18,18,18,18,18,29,443.8,2023-05-22
19,19,19,19,19,19,19,19,19,19,19,19,25,273.5,2023-05-22
20,20,20,20,20,20,20,20,20,20,20,20,30,435.2,2023-05-22
21,21,21,21,21,21,21,21,21,21,21,21,29,386.1,2023-05-22
22,22,22,22,22,22,22,22,22,22,22,22,28,346.6,2023-05-22
23,23,23,23,23,23,23,23,23,23,23,23,29,471.1,2023-05-22
24,24,24,24,24,24,24,24,24,24,24,24,28,275.8,2023-05-22
25,25,25,25,25,25,25,25,25,25,25,25,29,413.9,2023-05-22
26,26,26,26,26,26,26,26,26,26,26,26,30,343.0,2023-05-22
27,27,27,27,27,27,27,27,27,27,27,27,29,416.2,2023-05-22
28,28,28,28,28,28,28,28,28,28,28,28,28,350.3,2023-05-22
29,29,29,29,29,29,29,29,29,29,29,29,28,360.0,2023-05-22
30,30,30,30,30,30,30,30,30,30,30,30,28,352.7,2023-05-22
31,31,31,31,31,31,31,31,31,31,31,31,28,399.9,2023-05-22
32,32,32,32,32,32,32,32,32,32,32,32,28,301.0,2023-05-22
33,33,33,33,33,33,33,33,33,33,33,33,29,443.7,2023-05-22
34,34,34,34,34,34,34,34,34,34,34,34,27,189.5,2023-05-22
35,35,35,35,35,35,35,35,35,35,35,35,26,252.6,2023-05-22
36,36,36,36,36,36,36,36,36,36,36,36,25,183.3,2023-05-22
37,37,37,37,37,37,37,37,37,37,37,37,24,238.6,2023-05-22
38,38,38,38,38,38,38,38,38,38,38,38,25,314.1,2023-05-22
39,39,39,39,39,39,39,39,39,39,39,39,27,329.2,2023-05-22
40,40,40,40,40,40,40,40,40,40,40,40,29,474.6,2023-05-22
41,41,41,41,41,41,41,41,41,41,41,41,26,359.6,2023-05-22
42,42,42,42,42,42,42,42,42,42,42,42,25,199.9,2023-05-22
43,43,43,43,43,43,43,43,43,43,43,43,28,310.4,2023-05-22
44,44,44,44,44,44,44,44,44,44,44,44,27,325.8,2023-05-22
45,45,45,45,45,45,45,45,45,45,45,45,26,307.4,2023-05-22
46,46,46,46,46,46,46,46,46,46,46,46,30,483.2,2023-05-22
47,47,47,47,47,47,47,47,47,47,47,47,25,311.9,2023-05-22
48,48,48,48,48,48,48,48,48,48,48,48,27,317.9,2023-05-22
49,49,49,49,49,49,49,49,49,49,49,49,26,359.4,2023-05-22
50,50,50,50,50,50,50,50,50,50,50,50,26,254.5,2023-05-22
51,51,51,51,51,51,51,51,51,51,51,51,28,351.0,2023-05-22
52,52,52,52,52,52,52,52,52,52,52,52,26,263.3,2023-05-22
53,53,53,53,53,53,53,53,53,53,53,53,29,359.7,2023-05-22
54,54,54,54,54,54,54,54,54,54,54,54,29,361.7,2023-05-22
55,55,55,55,55,55,55,55,55,55,55,55,30,353.2,2023-05-22
56,56,56,56,56,56,56,56,56,56,56,56,26,323.1,2023-05-22
57,57,57,57,57,57,57,57,57,57,57,57,28,304.0,2023-05-22
58,58,58,58,58,58,58,58,58,58,58,58,29,415.0,2023-05-22
59,59,59,59,59,59,59,59,59,59,59,59,23,142.3,2023-05-22
60,60,60,60,60,60,60,60,60,60,60,60,27,287.6,2023-05-22
61,61,61,61,61,61,61,61,61,61,61,61,26,289.2,2023-05-22
62,62,62,62,62,62,62,62,62,62,62,62,26,289.4,2023-05-22
63,63,63,63,63,63,63,63,63,63,63,63,26,359.0,2023-05-22
64,64,64,64,64,64,64,64,64,64,64,64,29,362.2,2023-05-22
65,65,65,65,65,65,65,65,65,65,65,65,28,349.7,2023-05-22
66,66,66,66,66,66,66,66,66,66,66,66,25,336.7,2023-05-22
