,level,power,date
0,30,543.7,2023-05-21
1,30,510.5,2023-05-21
2,30,526.4,2023-05-21
3,30,472.6,2023-05-21
4,30,586.4,2023-05-21
5,30,570.6,2023-05-21
6,26,280.6,2023-05-21
7,26,241.9,2023-05-21
8,30,549.7,2023-05-21
9,27,348.8,2023-05-21
10,29,414.0,2023-05-21
11,26,319.4,2023-05-21
12,26,270.4,2023-05-21
13,29,402.1,2023-05-21
14,30,548.0,2023-05-21
15,30,567.6,2023-05-21
16,29,334.7,2023-05-21
17,30,429.0,2023-05-21
18,27,258.1,2023-05-21
19,30,546.9,2023-05-21
20,30,546.7,2023-05-21
21,29,430.1,2023-05-21
22,29,392.2,2023-05-21
23,24,218.8,2023-05-21
24,30,475.7,2023-05-21
25,30,480.2,2023-05-21
26,27,307.8,2023-05-21
27,30,513.0,2023-05-21
28,27,365.0,2023-05-21
29,26,229.3,2023-05-21
30,30,513.0,2023-05-21
31,30,369.2,2023-05-21
32,29,340.6,2023-05-21
33,29,317.1,2023-05-21
34,30,606.3,2023-05-21
