,level,power,date
0,27,364.6,2023-05-18
1,29,274.0,2023-05-18
2,29,402.6,2023-05-18
3,29,350.6,2023-05-18
4,28,368.5,2023-05-18
5,27,377.3,2023-05-18
6,15,31.3,2023-05-18
7,27,361.3,2023-05-18
8,25,211.8,2023-05-18
9,27,223.7,2023-05-18
10,26,317.1,2023-05-18
11,18,58.2,2023-05-18
12,25,176.9,2023-05-18
13,24,211.3,2023-05-18
14,28,262.6,2023-05-18
15,26,303.8,2023-05-18
16,25,216.8,2023-05-18
17,25,260.2,2023-05-18
18,26,275.7,2023-05-18
19,26,256.4,2023-05-18
20,23,213.0,2023-05-18
21,27,162.2,2023-05-18
22,27,332.9,2023-05-18
23,20,111.4,2023-05-18
24,25,135.1,2023-05-18
25,25,167.3,2023-05-18
26,26,212.0,2023-05-18
27,24,165.1,2023-05-18
28,25,224.8,2023-05-18
29,27,183.4,2023-05-18
30,24,167.8,2023-05-18
31,22,141.4,2023-05-18
32,23,153.8,2023-05-18
33,28,248.5,2023-05-18
34,20,99.5,2023-05-18
35,2,110.7,2023-05-18
36,29,324.4,2023-05-18
37,24,149.7,2023-05-18
38,28,309.1,2023-05-18
39,24,138.5,2023-05-18
40,20,98.6,2023-05-18
41,25,224.8,2023-05-18
42,22,122.7,2023-05-18
43,24,290.8,2023-05-18
44,20,115.0,2023-05-18
45,19,101.6,2023-05-18
46,24,152.7,2023-05-18
47,26,272.9,2023-05-18
48,22,151.6,2023-05-18
