,level,power,date
0,30,546.9,2023-05-21
1,30,641.1,2023-05-21
2,30,544.6,2023-05-21
3,30,634.9,2023-05-21
4,30,572.3,2023-05-21
5,30,640.8,2023-05-21
6,30,632.5,2023-05-21
7,30,631.2,2023-05-21
8,30,579.7,2023-05-21
9,30,577.6,2023-05-21
10,30,469.0,2023-05-21
11,29,344.8,2023-05-21
12,26,453.6,2023-05-21
13,26,388.8,2023-05-21
14,23,263.4,2023-05-21
15,23,279.5,2023-05-21
16,25,281.5,2023-05-21
17,26,348.6,2023-05-21
18,30,612.5,2023-05-21
19,30,528.8,2023-05-21
20,23,190.1,2023-05-21
21,30,427.8,2023-05-21
22,30,577.4,2023-05-21
23,30,674.4,2023-05-21
24,29,343.4,2023-05-21
25,30,545.9,2023-05-21
26,30,558.9,2023-05-21
27,29,440.5,2023-05-21
28,30,468.7,2023-05-21
29,30,471.6,2023-05-21
30,21,109.7,2023-05-21
31,30,419.0,2023-05-21
32,30,513.0,2023-05-21
33,30,500.2,2023-05-21
34,30,559.7,2023-05-21
35,26,442.9,2023-05-21
36,28,417.7,2023-05-21
37,30,557.1,2023-05-21
38,30,571.6,2023-05-21
39,20,7.1,2023-05-21
40,30,586.6,2023-05-21
41,29,362.7,2023-05-21
42,22,194.6,2023-05-21
43,29,339.5,2023-05-21
44,29,417.0,2023-05-21
45,27,347.1,2023-05-21
46,28,381.4,2023-05-21
47,26,359.1,2023-05-21
48,28,471.0,2023-05-21
49,30,463.0,2023-05-21
50,30,473.1,2023-05-21
51,27,443.2,2023-05-21
52,30,351.6,2023-05-21
53,23,235.3,2023-05-21
54,27,377.4,2023-05-21
55,27,288.7,2023-05-21
56,28,422.1,2023-05-21
57,30,424.4,2023-05-21
58,23,137.4,2023-05-21
59,23,223.7,2023-05-21
60,26,321.5,2023-05-21
61,26,253.2,2023-05-21
62,25,225.2,2023-05-21
63,25,194.8,2023-05-21
64,24,180.6,2023-05-21
65,24,187.0,2023-05-21
66,22,129.9,2023-05-21
67,24,260.2,2023-05-21
68,23,155.1,2023-05-21
