,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,0,0,0,0,0,0,0,0,29,316.6,2023-05-16
1,1,1,1,1,1,1,1,1,1,1,28,370.0,2023-05-16
2,2,2,2,2,2,2,2,2,2,2,26,304.6,2023-05-16
3,3,3,3,3,3,3,3,3,3,3,28,325.0,2023-05-16
4,4,4,4,4,4,4,4,4,4,4,29,308.8,2023-05-16
5,5,5,5,5,5,5,5,5,5,5,18,68.8,2023-05-16
6,6,6,6,6,6,6,6,6,6,6,27,335.2,2023-05-16
7,7,7,7,7,7,7,7,7,7,7,29,346.7,2023-05-16
8,8,8,8,8,8,8,8,8,8,8,20,68.9,2023-05-16
9,9,9,9,9,9,9,9,9,9,9,27,253.5,2023-05-16
10,10,10,10,10,10,10,10,10,10,10,27,263.1,2023-05-16
11,11,11,11,11,11,11,11,11,11,11,21,136.9,2023-05-16
12,12,12,12,12,12,12,12,12,12,12,26,247.7,2023-05-16
13,13,13,13,13,13,13,13,13,13,13,27,328.5,2023-05-16
14,14,14,14,14,14,14,14,14,14,14,27,276.5,2023-05-16
15,15,15,15,15,15,15,15,15,15,15,27,341.8,2023-05-16
16,16,16,16,16,16,16,16,16,16,16,24,258.5,2023-05-16
17,17,17,17,17,17,17,17,17,17,17,17,35.5,2023-05-16
18,18,18,18,18,18,18,18,18,18,18,25,278.4,2023-05-16
19,19,19,19,19,19,19,19,19,19,19,26,286.5,2023-05-16
20,20,20,20,20,20,20,20,20,20,20,24,240.8,2023-05-16
21,21,21,21,21,21,21,21,21,21,21,24,332.3,2023-05-16
22,22,22,22,22,22,22,22,22,22,22,27,337.3,2023-05-16
23,23,23,23,23,23,23,23,23,23,23,25,201.9,2023-05-16
24,24,24,24,24,24,24,24,24,24,24,28,301.6,2023-05-16
25,25,25,25,25,25,25,25,25,25,25,18,65.2,2023-05-16
26,26,26,26,26,26,26,26,26,26,26,16,55.2,2023-05-16
27,27,27,27,27,27,27,27,27,27,27,20,101.4,2023-05-16
28,28,28,28,28,28,28,28,28,28,28,17,52.0,2023-05-16
29,29,29,29,29,29,29,29,29,29,29,27,273.8,2023-05-16
30,30,30,30,30,30,30,30,30,30,30,23,153.6,2023-05-16
31,31,31,31,31,31,31,31,31,31,31,14,26.0,2023-05-16
32,32,32,32,32,32,32,32,32,32,32,12,34.5,2023-05-16
33,33,33,33,33,33,33,33,33,33,33,20,41.7,2023-05-16
34,34,34,34,34,34,34,34,34,34,34,26,215.1,2023-05-16
35,35,35,35,35,35,35,35,35,35,35,16,26.3,2023-05-16
36,36,36,36,36,36,36,36,36,36,36,26,230.8,2023-05-16
37,37,37,37,37,37,37,37,37,37,37,24,117.9,2023-05-16
38,38,38,38,38,38,38,38,38,38,38,24,163.0,2023-05-16
39,39,39,39,39,39,39,39,39,39,39,23,120.0,2023-05-16
40,40,40,40,40,40,40,40,40,40,40,22,113.7,2023-05-16
41,41,41,41,41,41,41,41,41,41,41,20,82.8,2023-05-16
42,42,42,42,42,42,42,42,42,42,42,24,154.7,2023-05-16
43,43,43,43,43,43,43,43,43,43,43,24,128.9,2023-05-16
44,44,44,44,44,44,44,44,44,44,44,18,76.7,2023-05-16
45,45,45,45,45,45,45,45,45,45,45,20,62.8,2023-05-16
46,46,46,46,46,46,46,46,46,46,46,18,50.8,2023-05-16
47,47,47,47,47,47,47,47,47,47,47,13,33.3,2023-05-16
48,48,48,48,48,48,48,48,48,48,48,15,29.0,2023-05-16
49,49,49,49,49,49,49,49,49,49,49,15,40.8,2023-05-16
50,50,50,50,50,50,50,50,50,50,50,16,46.1,2023-05-16
51,51,51,51,51,51,51,51,51,51,51,20,53.9,2023-05-16
52,52,52,52,52,52,52,52,52,52,52,18,81.3,2023-05-16
53,53,53,53,53,53,53,53,53,53,53,20,58.0,2023-05-16
54,54,54,54,54,54,54,54,54,54,54,18,42.7,2023-05-16
55,55,55,55,55,55,55,55,55,55,55,15,38.3,2023-05-16
56,56,56,56,56,56,56,56,56,56,56,16,43.9,2023-05-16
57,57,57,57,57,57,57,57,57,57,57,16,46.2,2023-05-16
58,58,58,58,58,58,58,58,58,58,58,17,42.5,2023-05-16
59,59,59,59,59,59,59,59,59,59,59,18,53.9,2023-05-16
60,60,60,60,60,60,60,60,60,60,60,15,49.6,2023-05-16
