,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,0,0,0,0,25,205.5,2023-05-31
1,1,1,1,1,1,1,26,246.0,2023-05-31
2,2,2,2,2,2,2,26,125.6,2023-05-31
3,3,3,3,3,3,3,24,246.8,2023-05-31
4,4,4,4,4,4,4,22,98.1,2023-05-31
5,5,5,5,5,5,5,25,275.4,2023-05-31
6,6,6,6,6,6,6,29,334.0,2023-05-31
7,7,7,7,7,7,7,27,227.6,2023-05-31
8,8,8,8,8,8,8,27,242.4,2023-05-31
9,9,9,9,9,9,9,29,337.3,2023-05-31
10,10,10,10,10,10,10,30,310.1,2023-05-31
11,11,11,11,11,11,11,22,80.2,2023-05-31
12,12,12,12,12,12,12,27,181.1,2023-05-31
13,13,13,13,13,13,13,28,288.4,2023-05-31
14,14,14,14,14,14,14,28,283.8,2023-05-31
15,15,15,15,15,15,15,26,178.8,2023-05-31
16,16,16,16,16,16,16,25,208.3,2023-05-31
17,17,17,17,17,17,17,23,208.7,2023-05-31
18,18,18,18,18,18,18,22,133.3,2023-05-31
19,19,19,19,19,19,19,20,78.2,2023-05-31
20,20,20,20,20,20,20,20,63.3,2023-05-31
21,21,21,21,21,21,21,25,168.0,2023-05-31
