,level,power,date
0,30,529.1,2023-05-22
1,30,497.4,2023-05-22
2,30,607.7,2023-05-22
3,29,550.4,2023-05-22
4,30,511.1,2023-05-22
5,20,97.8,2023-05-22
6,30,542.7,2023-05-22
7,30,551.2,2023-05-22
8,28,383.3,2023-05-22
9,20,84.7,2023-05-22
10,30,341.4,2023-05-22
11,30,482.9,2023-05-22
12,28,447.3,2023-05-22
13,27,392.0,2023-05-22
14,30,497.9,2023-05-22
15,30,495.2,2023-05-22
16,29,376.4,2023-05-22
17,30,465.8,2023-05-22
18,29,431.1,2023-05-22
19,30,463.8,2023-05-22
20,30,513.3,2023-05-22
21,20,118.1,2023-05-22
22,30,439.0,2023-05-22
23,30,555.2,2023-05-22
24,30,480.4,2023-05-22
25,30,481.6,2023-05-22
26,30,495.0,2023-05-22
27,30,577.1,2023-05-22
28,28,386.5,2023-05-22
29,29,387.6,2023-05-22
30,29,347.8,2023-05-22
31,30,566.7,2023-05-22
32,27,353.1,2023-05-22
33,30,483.1,2023-05-22
34,30,416.6,2023-05-22
35,30,466.2,2023-05-22
36,30,342.7,2023-05-22
37,24,325.9,2023-05-22
38,29,391.2,2023-05-22
39,30,436.2,2023-05-22
40,30,436.1,2023-05-22
41,29,435.8,2023-05-22
42,29,425.2,2023-05-22
43,30,536.5,2023-05-22
44,30,380.8,2023-05-22
45,27,313.7,2023-05-22
46,30,486.6,2023-05-22
47,30,481.4,2023-05-22
48,30,580.4,2023-05-22
49,25,273.4,2023-05-22
50,29,419.7,2023-05-22
51,26,308.2,2023-05-22
52,29,392.8,2023-05-22
53,30,410.8,2023-05-22
54,28,384.2,2023-05-22
55,29,419.3,2023-05-22
56,30,412.8,2023-05-22
57,26,192.1,2023-05-22
58,24,307.0,2023-05-22
59,30,467.6,2023-05-22
60,28,380.0,2023-05-22
61,29,362.3,2023-05-22
62,30,620.8,2023-05-22
