,level,power,date
0,30,486.8,2023-05-18
1,30,587.7,2023-05-18
2,27,254.6,2023-05-18
3,26,285.3,2023-05-18
4,27,297.7,2023-05-18
5,30,374.2,2023-05-18
6,28,318.7,2023-05-18
7,27,260.8,2023-05-18
8,24,193.3,2023-05-18
9,27,254.7,2023-05-18
10,30,425.1,2023-05-18
11,25,272.5,2023-05-18
12,25,263.9,2023-05-18
13,26,267.5,2023-05-18
14,24,244.0,2023-05-18
15,26,240.0,2023-05-18
16,27,282.1,2023-05-18
17,27,315.1,2023-05-18
18,23,159.2,2023-05-18
19,28,309.3,2023-05-18
20,30,406.9,2023-05-18
21,30,424.8,2023-05-18
22,28,325.9,2023-05-18
23,26,216.9,2023-05-18
24,25,206.7,2023-05-18
25,29,312.6,2023-05-18
26,24,210.5,2023-05-18
27,26,277.4,2023-05-18
28,27,326.3,2023-05-18
29,23,135.5,2023-05-18
30,23,164.0,2023-05-18
31,24,181.6,2023-05-18
32,28,361.9,2023-05-18
33,26,241.6,2023-05-18
34,27,281.3,2023-05-18
35,24,203.8,2023-05-18
36,27,264.7,2023-05-18
37,24,190.3,2023-05-18
38,21,85.6,2023-05-18
39,19,55.9,2023-05-18
40,18,96.7,2023-05-18
41,24,172.6,2023-05-18
42,17,58.5,2023-05-18
43,24,250.9,2023-05-18
44,22,139.1,2023-05-18
45,22,110.3,2023-05-18
46,27,304.2,2023-05-18
