,level,power,date
0,30,670.8,2023-05-21
1,30,670.7,2023-05-21
2,30,540.5,2023-05-21
3,30,601.0,2023-05-21
4,30,684.8,2023-05-21
5,30,604.1,2023-05-21
6,30,601.5,2023-05-21
7,30,578.0,2023-05-21
8,30,536.4,2023-05-21
9,30,516.4,2023-05-21
10,30,435.5,2023-05-21
11,30,570.0,2023-05-21
12,29,378.9,2023-05-21
13,30,466.0,2023-05-21
14,30,459.4,2023-05-21
15,30,491.2,2023-05-21
16,30,539.1,2023-05-21
17,30,620.4,2023-05-21
18,30,592.4,2023-05-21
19,27,242.5,2023-05-21
20,30,531.9,2023-05-21
21,30,616.6,2023-05-21
22,30,638.7,2023-05-21
23,30,582.9,2023-05-21
24,30,596.0,2023-05-21
25,30,625.2,2023-05-21
26,28,355.6,2023-05-21
27,29,420.3,2023-05-21
28,30,525.3,2023-05-21
29,29,437.0,2023-05-21
30,30,645.1,2023-05-21
31,30,513.6,2023-05-21
32,30,421.4,2023-05-21
33,30,412.0,2023-05-21
34,30,461.0,2023-05-21
35,30,602.3,2023-05-21
36,30,514.1,2023-05-21
37,26,214.6,2023-05-21
38,21,128.3,2023-05-21
39,30,633.5,2023-05-21
40,29,291.4,2023-05-21
41,26,236.2,2023-05-21
42,29,398.4,2023-05-21
43,28,382.9,2023-05-21
44,30,500.5,2023-05-21
45,29,324.4,2023-05-21
46,28,283.1,2023-05-21
