,level,power,date
0,30,641.7,2023-05-21
1,30,693.8,2023-05-21
2,30,459.0,2023-05-21
3,30,545.2,2023-05-21
4,30,451.7,2023-05-21
5,30,591.0,2023-05-21
6,30,462.5,2023-05-21
7,30,552.2,2023-05-21
8,30,611.8,2023-05-21
9,30,515.0,2023-05-21
10,30,593.3,2023-05-21
11,30,659.0,2023-05-21
12,30,530.3,2023-05-21
13,29,448.5,2023-05-21
14,30,632.5,2023-05-21
15,29,497.8,2023-05-21
16,30,440.2,2023-05-21
17,30,496.1,2023-05-21
18,29,519.5,2023-05-21
19,30,578.0,2023-05-21
20,30,587.3,2023-05-21
21,30,443.9,2023-05-21
22,30,501.7,2023-05-21
23,29,346.8,2023-05-21
24,30,621.8,2023-05-21
25,30,723.8,2023-05-21
26,29,412.6,2023-05-21
27,30,427.2,2023-05-21
28,30,518.0,2023-05-21
29,30,430.6,2023-05-21
30,30,511.8,2023-05-21
31,30,430.0,2023-05-21
32,30,623.1,2023-05-21
33,30,651.7,2023-05-21
34,28,196.8,2023-05-21
35,30,533.5,2023-05-21
36,28,348.5,2023-05-21
37,27,362.6,2023-05-21
38,30,565.8,2023-05-21
39,29,292.9,2023-05-21
40,28,289.2,2023-05-21
41,30,542.2,2023-05-21
42,28,324.7,2023-05-21
43,28,265.2,2023-05-21
44,30,457.0,2023-05-21
45,30,491.7,2023-05-21
46,17,51.3,2023-05-21
47,29,410.4,2023-05-21
48,24,168.5,2023-05-21
49,30,413.6,2023-05-21
50,28,381.1,2023-05-21
51,28,257.4,2023-05-21
52,27,261.0,2023-05-21
53,25,317.1,2023-05-21
54,30,503.8,2023-05-21
55,29,398.4,2023-05-21
56,28,297.2,2023-05-21
57,27,185.6,2023-05-21
58,27,377.4,2023-05-21
59,27,261.8,2023-05-21
60,30,375.7,2023-05-21
61,27,253.6,2023-05-21
62,27,449.7,2023-05-21
63,28,330.7,2023-05-21
64,18,60.2,2023-05-21
65,26,254.8,2023-05-21
66,24,169.6,2023-05-21
67,30,408.1,2023-05-21
68,30,462.0,2023-05-21
