,level,power,date
0,30,477.1,2023-05-21
1,30,601.5,2023-05-21
2,30,554.1,2023-05-21
3,30,547.1,2023-05-21
4,26,349.9,2023-05-21
5,30,610.1,2023-05-21
6,30,466.4,2023-05-21
7,29,439.2,2023-05-21
8,27,281.1,2023-05-21
9,26,297.0,2023-05-21
10,27,373.5,2023-05-21
11,29,405.2,2023-05-21
12,28,356.5,2023-05-21
13,26,320.2,2023-05-21
14,29,452.8,2023-05-21
15,30,549.7,2023-05-21
16,26,281.4,2023-05-21
17,28,471.6,2023-05-21
18,27,377.5,2023-05-21
19,27,384.6,2023-05-21
20,28,359.3,2023-05-21
21,28,411.8,2023-05-21
22,30,584.3,2023-05-21
23,30,446.2,2023-05-21
24,30,616.0,2023-05-21
25,27,384.9,2023-05-21
26,23,243.0,2023-05-21
27,30,635.3,2023-05-21
28,24,201.9,2023-05-21
29,27,294.8,2023-05-21
30,26,331.7,2023-05-21
31,21,165.1,2023-05-21
32,26,237.9,2023-05-21
33,24,227.0,2023-05-21
34,27,273.2,2023-05-21
35,29,364.2,2023-05-21
36,27,311.7,2023-05-21
37,27,305.8,2023-05-21
38,23,198.5,2023-05-21
39,27,395.4,2023-05-21
40,19,55.7,2023-05-21
41,30,502.0,2023-05-21
42,30,380.1,2023-05-21
43,29,451.3,2023-05-21
44,27,195.5,2023-05-21
45,25,181.9,2023-05-21
46,22,198.8,2023-05-21
47,26,240.5,2023-05-21
48,26,261.8,2023-05-21
49,27,268.3,2023-05-21
50,22,171.0,2023-05-21
51,27,228.8,2023-05-21
52,22,112.3,2023-05-21
53,30,425.9,2023-05-21
