,level,power,date
0,30,690.4,2023-05-24
1,30,639.9,2023-05-24
2,30,615.5,2023-05-24
3,30,620.9,2023-05-24
4,30,604.9,2023-05-24
5,30,813.8,2023-05-24
6,30,631.0,2023-05-24
7,30,576.8,2023-05-24
8,30,576.7,2023-05-24
9,30,571.4,2023-05-24
10,30,541.2,2023-05-24
11,30,537.7,2023-05-24
12,30,446.1,2023-05-24
13,30,427.7,2023-05-24
14,29,389.3,2023-05-24
15,30,628.3,2023-05-24
16,30,549.5,2023-05-24
17,30,566.2,2023-05-24
18,30,413.2,2023-05-24
19,30,500.0,2023-05-24
20,30,532.8,2023-05-24
21,30,491.2,2023-05-24
22,30,405.5,2023-05-24
23,30,445.5,2023-05-24
24,30,671.4,2023-05-24
25,30,602.6,2023-05-24
26,26,422.0,2023-05-24
27,30,553.2,2023-05-24
28,30,620.3,2023-05-24
29,30,542.3,2023-05-24
30,30,544.7,2023-05-24
31,30,419.9,2023-05-24
32,30,357.1,2023-05-24
33,30,517.4,2023-05-24
34,30,620.3,2023-05-24
35,30,532.8,2023-05-24
36,30,603.7,2023-05-24
37,30,506.4,2023-05-24
38,30,568.6,2023-05-24
39,30,460.6,2023-05-24
40,30,657.3,2023-05-24
41,30,636.9,2023-05-24
42,29,416.9,2023-05-24
43,29,356.6,2023-05-24
44,30,497.7,2023-05-24
45,30,591.6,2023-05-24
46,30,607.7,2023-05-24
47,30,402.7,2023-05-24
48,29,419.7,2023-05-24
49,29,368.7,2023-05-24
50,29,389.5,2023-05-24
51,30,546.0,2023-05-24
52,29,390.7,2023-05-24
53,27,255.8,2023-05-24
54,30,603.9,2023-05-24
55,28,406.6,2023-05-24
56,27,313.4,2023-05-24
57,29,346.1,2023-05-24
58,30,344.3,2023-05-24
59,29,375.0,2023-05-24
60,30,352.7,2023-05-24
61,30,493.7,2023-05-24
62,30,487.5,2023-05-24
