,level,power,date
0,30,655.5,2023-05-21
1,27,494.7,2023-05-21
2,30,533.2,2023-05-21
3,27,408.4,2023-05-21
4,30,493.0,2023-05-21
5,30,628.6,2023-05-21
6,30,508.3,2023-05-21
7,29,373.4,2023-05-21
8,27,512.0,2023-05-21
9,27,425.8,2023-05-21
10,30,516.3,2023-05-21
11,29,374.2,2023-05-21
12,30,384.3,2023-05-21
13,30,516.2,2023-05-21
14,30,470.3,2023-05-21
15,29,506.1,2023-05-21
16,27,304.5,2023-05-21
17,26,351.5,2023-05-21
18,27,204.7,2023-05-21
19,26,325.5,2023-05-21
20,28,443.5,2023-05-21
21,28,362.1,2023-05-21
22,27,337.0,2023-05-21
23,26,295.1,2023-05-21
24,29,345.1,2023-05-21
25,29,360.7,2023-05-21
26,27,357.4,2023-05-21
27,25,310.9,2023-05-21
28,24,263.4,2023-05-21
29,24,242.4,2023-05-21
30,30,423.5,2023-05-21
31,26,334.8,2023-05-21
32,26,393.5,2023-05-21
33,29,459.7,2023-05-21
34,29,414.2,2023-05-21
35,30,522.7,2023-05-21
36,26,257.8,2023-05-21
37,26,251.3,2023-05-21
38,30,579.8,2023-05-21
39,30,649.3,2023-05-21
40,26,254.7,2023-05-21
41,26,210.3,2023-05-21
42,23,176.8,2023-05-21
43,26,334.7,2023-05-21
