,level,power,date
0,30,639.7,2023-05-22
1,30,600.4,2023-05-22
2,30,478.3,2023-05-22
3,30,634.4,2023-05-22
4,30,505.3,2023-05-22
5,30,520.5,2023-05-22
6,30,502.5,2023-05-22
7,30,491.6,2023-05-22
8,30,451.3,2023-05-22
9,30,450.2,2023-05-22
10,30,413.7,2023-05-22
11,29,374.7,2023-05-22
12,29,369.4,2023-05-22
13,26,299.0,2023-05-22
14,24,329.0,2023-05-22
15,28,408.9,2023-05-22
16,30,385.5,2023-05-22
17,30,632.9,2023-05-22
18,29,492.3,2023-05-22
19,30,604.2,2023-05-22
20,28,416.0,2023-05-22
21,28,385.7,2023-05-22
22,30,697.2,2023-05-22
23,28,332.5,2023-05-22
24,27,336.1,2023-05-22
25,30,525.9,2023-05-22
26,29,411.0,2023-05-22
27,27,488.2,2023-05-22
28,30,427.4,2023-05-22
29,26,388.2,2023-05-22
30,26,266.6,2023-05-22
31,29,386.1,2023-05-22
32,29,369.3,2023-05-22
33,27,282.7,2023-05-22
34,29,384.7,2023-05-22
35,28,393.2,2023-05-22
36,27,352.4,2023-05-22
37,29,284.3,2023-05-22
38,30,528.2,2023-05-22
39,27,394.7,2023-05-22
40,30,491.4,2023-05-22
41,27,334.1,2023-05-22
42,28,311.6,2023-05-22
43,28,357.6,2023-05-22
44,30,383.9,2023-05-22
45,28,369.3,2023-05-22
46,30,495.2,2023-05-22
47,30,483.2,2023-05-22
48,26,339.4,2023-05-22
49,24,288.8,2023-05-22
50,28,352.3,2023-05-22
51,28,447.6,2023-05-22
52,27,350.8,2023-05-22
53,30,529.1,2023-05-22
54,27,317.1,2023-05-22
55,30,562.1,2023-05-22
56,29,368.9,2023-05-22
57,25,291.4,2023-05-22
58,30,465.1,2023-05-22
59,25,349.6,2023-05-22
60,24,236.4,2023-05-22
61,26,354.0,2023-05-22
62,29,484.0,2023-05-22
63,27,355.4,2023-05-22
64,29,259.0,2023-05-22
65,29,301.2,2023-05-22
66,30,360.0,2023-05-22
67,29,400.6,2023-05-22
68,30,562.4,2023-05-22
69,27,302.0,2023-05-22
