,level,power,date
0,29,360.6,2023-05-16
1,30,461.3,2023-05-16
2,29,400.4,2023-05-16
3,30,415.3,2023-05-16
4,28,339.5,2023-05-16
5,30,454.4,2023-05-16
6,29,488.4,2023-05-16
7,29,391.5,2023-05-16
8,29,356.2,2023-05-16
9,29,314.7,2023-05-16
10,28,349.5,2023-05-16
11,29,379.7,2023-05-16
12,30,423.4,2023-05-16
13,28,333.8,2023-05-16
14,27,329.0,2023-05-16
15,24,262.7,2023-05-16
16,25,252.1,2023-05-16
17,17,66.7,2023-05-16
18,25,215.8,2023-05-16
19,29,284.9,2023-05-16
20,27,213.0,2023-05-16
21,24,283.3,2023-05-16
22,25,245.8,2023-05-16
23,29,380.7,2023-05-16
24,27,318.5,2023-05-16
25,28,223.3,2023-05-16
26,25,282.0,2023-05-16
27,28,340.0,2023-05-16
28,26,233.6,2023-05-16
29,29,355.1,2023-05-16
30,29,373.0,2023-05-16
31,24,315.5,2023-05-16
32,29,295.3,2023-05-16
33,27,302.4,2023-05-16
34,29,313.4,2023-05-16
35,29,386.9,2023-05-16
36,28,280.2,2023-05-16
37,29,401.6,2023-05-16
38,29,353.6,2023-05-16
39,27,308.2,2023-05-16
40,28,344.9,2023-05-16
41,30,329.6,2023-05-16
42,30,437.0,2023-05-16
43,28,336.1,2023-05-16
44,27,206.8,2023-05-16
45,25,211.6,2023-05-16
46,24,256.7,2023-05-16
47,27,236.6,2023-05-16
48,29,336.8,2023-05-16
49,25,280.2,2023-05-16
50,28,370.7,2023-05-16
51,25,172.3,2023-05-16
52,28,277.1,2023-05-16
53,22,112.6,2023-05-16
54,30,444.1,2023-05-16
55,26,171.0,2023-05-16
56,24,11.1,2023-05-16
57,30,523.3,2023-05-16
58,24,148.4,2023-05-16
59,26,244.8,2023-05-16
60,24,140.7,2023-05-16
61,25,183.4,2023-05-16
62,24,225.9,2023-05-16
63,26,211.6,2023-05-16
64,24,150.8,2023-05-16
65,22,105.8,2023-05-16
66,24,131.6,2023-05-16
67,19,76.3,2023-05-16
