,level,power,date
0,30,466.3,2023-05-16
1,30,561.4,2023-05-16
2,30,405.5,2023-05-16
3,29,293.9,2023-05-16
4,30,438.8,2023-05-16
5,30,464.5,2023-05-16
6,27,379.6,2023-05-16
7,23,257.6,2023-05-16
8,26,272.6,2023-05-16
9,29,349.5,2023-05-16
10,29,390.8,2023-05-16
11,30,418.1,2023-05-16
12,28,312.4,2023-05-16
13,27,254.8,2023-05-16
14,29,371.2,2023-05-16
15,24,174.2,2023-05-16
16,30,485.5,2023-05-16
17,29,384.8,2023-05-16
18,29,400.5,2023-05-16
19,25,175.1,2023-05-16
20,27,226.8,2023-05-16
21,30,443.7,2023-05-16
22,29,357.4,2023-05-16
23,28,337.7,2023-05-16
24,29,334.5,2023-05-16
25,23,132.2,2023-05-16
26,27,282.3,2023-05-16
27,27,355.3,2023-05-16
28,27,377.0,2023-05-16
29,2,79.2,2023-05-16
30,28,379.0,2023-05-16
31,29,267.3,2023-05-16
32,27,320.9,2023-05-16
33,27,353.0,2023-05-16
34,29,277.9,2023-05-16
35,28,242.6,2023-05-16
36,22,224.9,2023-05-16
37,25,213.0,2023-05-16
38,25,238.2,2023-05-16
39,29,333.9,2023-05-16
40,29,353.1,2023-05-16
41,27,221.9,2023-05-16
42,25,216.4,2023-05-16
43,28,401.6,2023-05-16
44,28,237.7,2023-05-16
45,27,258.8,2023-05-16
46,29,392.1,2023-05-16
47,27,209.9,2023-05-16
48,24,161.7,2023-05-16
49,26,214.0,2023-05-16
50,26,159.3,2023-05-16
51,26,290.8,2023-05-16
52,28,335.9,2023-05-16
53,27,292.0,2023-05-16
54,26,176.0,2023-05-16
55,27,225.9,2023-05-16
56,21,67.1,2023-05-16
57,29,3.0,2023-05-16
58,26,204.7,2023-05-16
59,26,223.6,2023-05-16
60,23,123.6,2023-05-16
