,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,0,0,0,0,0,0,0,0,30,487.9,2023-05-21
1,1,1,1,1,1,1,1,1,1,1,30,466.6,2023-05-21
2,2,2,2,2,2,2,2,2,2,2,30,505.4,2023-05-21
3,3,3,3,3,3,3,3,3,3,3,30,503.7,2023-05-21
4,4,4,4,4,4,4,4,4,4,4,29,443.7,2023-05-21
5,5,5,5,5,5,5,5,5,5,5,28,469.5,2023-05-21
6,6,6,6,6,6,6,6,6,6,6,27,284.6,2023-05-21
7,7,7,7,7,7,7,7,7,7,7,29,353.4,2023-05-21
8,8,8,8,8,8,8,8,8,8,8,26,362.5,2023-05-21
9,9,9,9,9,9,9,9,9,9,9,26,336.9,2023-05-21
10,10,10,10,10,10,10,10,10,10,10,27,362.3,2023-05-21
11,11,11,11,11,11,11,11,11,11,11,28,351.5,2023-05-21
12,12,12,12,12,12,12,12,12,12,12,28,347.7,2023-05-21
13,13,13,13,13,13,13,13,13,13,13,24,308.5,2023-05-21
14,14,14,14,14,14,14,14,14,14,14,24,257.1,2023-05-21
15,15,15,15,15,15,15,15,15,15,15,30,451.6,2023-05-21
16,16,16,16,16,16,16,16,16,16,16,28,460.5,2023-05-21
17,17,17,17,17,17,17,17,17,17,17,28,403.2,2023-05-21
18,18,18,18,18,18,18,18,18,18,18,26,331.2,2023-05-21
19,19,19,19,19,19,19,19,19,19,19,29,414.0,2023-05-21
20,20,20,20,20,20,20,20,20,20,20,24,249.0,2023-05-21
21,21,21,21,21,21,21,21,21,21,21,27,382.1,2023-05-21
22,22,22,22,22,22,22,22,22,22,22,24,305.1,2023-05-21
23,23,23,23,23,23,23,23,23,23,23,29,352.2,2023-05-21
24,24,24,24,24,24,24,24,24,24,24,27,369.3,2023-05-21
25,25,25,25,25,25,25,25,25,25,25,26,298.5,2023-05-21
26,26,26,26,26,26,26,26,26,26,26,24,329.6,2023-05-21
27,27,27,27,27,27,27,27,27,27,27,29,367.2,2023-05-21
28,28,28,28,28,28,28,28,28,28,28,27,343.7,2023-05-21
29,29,29,29,29,29,29,29,29,29,29,24,158.3,2023-05-21
30,30,30,30,30,30,30,30,30,30,30,27,333.1,2023-05-21
31,31,31,31,31,31,31,31,31,31,31,24,186.2,2023-05-21
32,32,32,32,32,32,32,32,32,32,32,27,394.0,2023-05-21
33,33,33,33,33,33,33,33,33,33,33,25,279.0,2023-05-21
34,34,34,34,34,34,34,34,34,34,34,26,351.5,2023-05-21
35,35,35,35,35,35,35,35,35,35,35,23,124.3,2023-05-21
36,36,36,36,36,36,36,36,36,36,36,26,259.8,2023-05-21
37,37,37,37,37,37,37,37,37,37,37,24,151.7,2023-05-21
38,38,38,38,38,38,38,38,38,38,38,28,439.2,2023-05-21
39,39,39,39,39,39,39,39,39,39,39,24,174.1,2023-05-21
