,level,power,date
0,24,143.8,2023-05-26
1,25,199.9,2023-05-26
2,24,128.5,2023-05-26
3,22,126.6,2023-05-26
4,24,138.4,2023-05-26
5,23,170.0,2023-05-26
6,23,161.5,2023-05-26
7,22,114.5,2023-05-26
8,22,105.4,2023-05-26
9,22,103.4,2023-05-26
10,21,114.9,2023-05-26
11,21,92.0,2023-05-26
12,21,87.5,2023-05-26
13,18,77.5,2023-05-26
14,23,124.0,2023-05-26
15,22,104.8,2023-05-26
16,21,124.3,2023-05-26
17,24,158.7,2023-05-26
18,24,156.8,2023-05-26
19,21,117.7,2023-05-26
20,20,8.0,2023-05-26
21,23,137.8,2023-05-26
22,21,77.8,2023-05-26
23,23,146.8,2023-05-26
24,22,129.0,2023-05-26
25,21,125.7,2023-05-26
26,20,95.0,2023-05-26
27,22,143.1,2023-05-26
28,25,178.4,2023-05-26
29,24,171.6,2023-05-26
30,22,139.7,2023-05-26
31,23,122.7,2023-05-26
32,22,86.5,2023-05-26
33,26,195.6,2023-05-26
34,21,106.1,2023-05-26
35,21,113.0,2023-05-26
36,22,126.0,2023-05-26
37,22,118.3,2023-05-26
38,21,91.3,2023-05-26
39,20,102.5,2023-05-26
40,22,123.2,2023-05-26
41,20,71.3,2023-05-26
42,20,91.6,2023-05-26
43,22,115.0,2023-05-26
44,16,41.3,2023-05-26
45,21,100.3,2023-05-26
46,20,92.3,2023-05-26
47,21,92.9,2023-05-26
48,20,63.6,2023-05-26
49,21,94.9,2023-05-26
50,23,144.0,2023-05-26
51,21,95.7,2023-05-26
52,20,65.0,2023-05-26
53,20,84.2,2023-05-26
54,20,66.8,2023-05-26
55,21,136.1,2023-05-26
56,20,81.9,2023-05-26
57,19,66.5,2023-05-26
58,19,86.9,2023-05-26
59,18,75.4,2023-05-26
60,19,52.4,2023-05-26
61,21,96.7,2023-05-26
62,20,1.0,2023-05-26
63,20,116.8,2023-05-26
64,20,119.2,2023-05-26
65,23,151.1,2023-05-26
66,21,82.9,2023-05-26
67,20,89.4,2023-05-26
68,19,90.3,2023-05-26
69,20,73.7,2023-05-26
