,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,0,30,600.2,2023-05-26
1,1,1,1,30,737.5,2023-05-26
2,2,2,2,30,736.0,2023-05-26
3,3,3,3,30,638.8,2023-05-26
4,4,4,4,30,644.9,2023-05-26
5,5,5,5,30,647.9,2023-05-26
6,6,6,6,30,637.3,2023-05-26
7,7,7,7,30,621.0,2023-05-26
8,8,8,8,30,619.7,2023-05-26
9,9,9,9,30,615.7,2023-05-26
10,10,10,10,30,613.9,2023-05-26
11,11,11,11,30,601.9,2023-05-26
12,12,12,12,30,597.0,2023-05-26
13,13,13,13,30,524.7,2023-05-26
14,14,14,14,30,499.3,2023-05-26
15,15,15,15,30,442.8,2023-05-26
16,16,16,16,29,426.4,2023-05-26
17,17,17,17,29,373.9,2023-05-26
18,18,18,18,29,293.8,2023-05-26
19,19,19,19,21,94.7,2023-05-26
20,20,20,20,21,89.7,2023-05-26
21,21,21,21,30,596.6,2023-05-26
22,22,22,22,30,698.6,2023-05-26
23,23,23,23,29,390.8,2023-05-26
24,24,24,24,30,576.1,2023-05-26
25,25,25,25,30,409.5,2023-05-26
26,26,26,26,30,604.3,2023-05-26
27,27,27,27,28,388.4,2023-05-26
28,28,28,28,30,454.7,2023-05-26
29,29,29,29,29,311.1,2023-05-26
30,30,30,30,29,392.0,2023-05-26
31,31,31,31,29,302.3,2023-05-26
32,32,32,32,22,140.3,2023-05-26
33,33,33,33,30,608.2,2023-05-26
34,34,34,34,22,121.0,2023-05-26
35,35,35,35,30,452.7,2023-05-26
36,36,36,36,30,601.7,2023-05-26
37,37,37,37,21,120.5,2023-05-26
38,38,38,38,28,346.7,2023-05-26
39,39,39,39,30,490.4,2023-05-26
40,40,40,40,30,594.5,2023-05-26
41,41,41,41,30,391.0,2023-05-26
42,42,42,42,27,279.1,2023-05-26
43,43,43,43,30,614.5,2023-05-26
44,44,44,44,26,359.8,2023-05-26
45,45,45,45,30,660.3,2023-05-26
46,46,46,46,28,368.7,2023-05-26
47,47,47,47,28,258.8,2023-05-26
48,48,48,48,30,375.0,2023-05-26
49,49,49,49,30,372.5,2023-05-26
50,50,50,50,29,405.0,2023-05-26
51,51,51,51,30,456.1,2023-05-26
52,52,52,52,30,424.8,2023-05-26
53,53,53,53,29,390.4,2023-05-26
54,54,54,54,30,390.7,2023-05-26
55,55,55,55,28,204.1,2023-05-26
56,56,56,56,30,395.6,2023-05-26
57,57,57,57,29,222.7,2023-05-26
58,58,58,58,29,396.8,2023-05-26
59,59,59,59,30,458.9,2023-05-26
60,60,60,60,27,226.8,2023-05-26
61,61,61,61,29,289.5,2023-05-26
62,62,62,62,30,483.6,2023-05-26
63,63,63,63,30,473.7,2023-05-26
64,64,64,64,30,821.3,2023-05-26
